age,gender,semester,study_hours,attendance,assignment_completion,previous_gpa,mock_test_score,sleep_hours,screen_time,stress_level,programming_practice_hours,class_participation,learning_style,final_gpa
20,Male,8,8.81,97,42,6.22,90,4.91,5.36,2,0.68,10,Reading,7.28
24,Female,1,2.85,50,67,7.25,74,7.03,5.18,10,3.38,10,Visual,5.8
18,Female,5,2.01,98,100,8.65,63,6.19,7.69,4,4.88,5,Kinesthetic,7.59
22,Female,5,3.43,87,68,8.94,40,6.34,4.7,2,3.49,8,Auditory,7.37
17,Female,6,1.51,51,62,7.59,86,6.27,3.49,7,1.96,9,Auditory,5.95
18,Female,1,5.78,98,57,6.64,35,8.5,4.67,3,4.69,2,Kinesthetic,6.89
17,Female,5,9.43,55,74,9.52,86,4.44,6.5,9,3.0,3,Reading,8.15
17,Male,6,1.35,95,52,5.81,58,7.91,4.78,6,0.98,4,Reading,5.36
17,Male,6,2.1,99,51,8.76,68,8.18,3.28,1,1.9,7,Kinesthetic,7.49
20,Female,1,5.07,87,86,7.74,41,8.71,3.37,10,3.55,6,Reading,6.94
20,Male,1,9.4,91,89,6.5,45,6.26,6.3,8,3.95,6,Visual,7.23
19,Female,4,3.85,73,44,4.51,70,6.5,1.47,7,3.29,10,Kinesthetic,5.13
22,Female,6,5.57,67,78,6.87,54,8.81,2.92,1,1.63,7,Visual,6.91
20,Female,2,1.37,76,50,5.97,97,6.29,2.07,3,3.56,1,Kinesthetic,6.04
22,Male,8,2.34,90,97,5.05,97,6.52,7.61,3,1.99,8,Visual,6.15
17,Male,3,9.88,57,98,4.9,64,5.66,1.63,3,1.35,9,Auditory,6.7
22,Male,3,9.69,77,50,6.34,64,4.16,6.31,7,5.67,2,Auditory,6.94
21,Female,6,1.04,59,98,7.76,56,6.17,5.41,6,1.89,1,Reading,6.04
22,Male,2,9.57,66,86,8.94,95,7.28,5.43,2,2.01,4,Kinesthetic,8.9
24,Female,5,6.75,78,81,5.47,55,7.45,6.34,5,5.38,2,Auditory,6.52
18,Female,7,8.81,55,86,6.75,71,4.03,3.8,6,0.86,6,Kinesthetic,6.86
21,Male,1,5.09,63,70,6.58,61,8.01,3.81,2,3.51,3,Kinesthetic,6.64
24,Female,3,5.64,71,70,7.22,69,6.46,3.02,1,4.7,9,Visual,7.37
17,Female,4,5.4,55,52,8.79,72,6.6,5.18,4,1.64,8,Auditory,7.11
21,Female,5,7.0,75,53,7.43,94,8.81,7.51,4,5.06,7,Reading,7.65
24,Female,8,2.26,88,88,8.99,66,5.42,7.47,4,4.62,7,Reading,7.5
18,Female,4,1.27,61,84,7.25,61,7.81,5.92,1,2.92,7,Reading,6.29
19,Male,3,3.77,84,81,7.7,37,6.87,7.34,3,0.71,5,Kinesthetic,6.55
19,Female,2,7.34,63,64,6.82,83,7.5,7.74,7,5.82,8,Reading,7.01
22,Female,2,2.82,71,72,8.86,64,6.09,6.57,4,3.75,4,Kinesthetic,7.11
22,Male,4,7.06,100,72,9.4,56,5.4,3.85,2,3.1,5,Auditory,8.62
20,Male,6,9.73,72,54,7.89,53,6.73,4.38,8,5.31,3,Kinesthetic,7.58
21,Female,5,1.85,97,55,8.85,65,5.87,7.52,1,2.53,3,Reading,7.22
20,Male,3,7.05,56,83,4.81,54,5.11,5.69,9,3.38,2,Auditory,5.42
20,Female,1,4.99,89,97,9.3,53,8.2,6.74,5,5.15,5,Reading,8.23
21,Male,2,8.81,99,95,5.5,36,6.38,1.81,2,2.36,2,Kinesthetic,7.22
21,Male,4,2.59,74,77,5.86,74,8.24,2.36,4,4.63,10,Kinesthetic,6.28
18,Male,7,7.23,62,45,4.78,73,6.37,3.41,3,1.54,4,Reading,5.81
21,Female,8,8.54,70,83,9.62,88,6.78,2.32,7,4.21,10,Auditory,8.89
21,Male,3,9.5,90,64,9.02,61,8.98,7.35,6,3.06,1,Kinesthetic,8.47
22,Male,5,7.15,59,54,9.34,46,8.76,2.52,9,0.99,2,Visual,7.25
20,Male,6,5.47,58,43,8.99,51,5.36,4.9,4,0.82,1,Visual,6.8
19,Female,1,6.56,64,95,7.04,44,8.34,1.6,3,2.75,2,Visual,7.15
17,Male,8,8.82,51,43,9.4,53,5.95,2.08,7,4.27,4,Visual,7.71
24,Male,1,6.14,74,69,9.64,64,4.36,2.73,6,3.62,1,Reading,7.99
24,Male,6,1.27,62,73,7.16,64,6.88,7.88,5,5.13,6,Kinesthetic,5.97
19,Male,2,9.38,83,66,5.43,59,8.89,6.58,10,2.34,1,Auditory,6.41
21,Male,1,7.21,100,70,7.99,100,8.87,5.71,7,5.06,3,Visual,8.42
24,Male,3,7.09,83,95,9.67,69,4.63,7.41,5,0.22,2,Reading,8.25
24,Male,2,2.94,84,71,9.12,85,7.86,7.69,9,2.19,2,Auditory,7.26
17,Female,2,6.93,87,83,9.07,61,8.01,4.18,4,0.44,4,Reading,8.18
21,Female,2,4.54,52,78,9.45,44,5.84,3.29,1,5.52,9,Kinesthetic,7.69
24,Male,6,6.86,91,91,9.24,77,7.29,3.21,10,2.85,3,Visual,8.36
22,Female,7,1.96,55,48,8.61,89,6.44,1.25,5,1.9,6,Auditory,6.68
18,Male,3,6.92,97,80,8.31,40,5.14,2.96,1,2.95,10,Auditory,8.02
24,Male,4,9.99,98,47,5.9,40,7.81,3.49,1,3.2,3,Reading,7.31
21,Male,8,1.43,68,53,7.79,82,5.31,1.26,1,5.08,10,Reading,6.85
17,Female,8,9.79,52,72,7.26,36,5.7,7.18,1,3.25,5,Kinesthetic,7.15
22,Female,1,4.66,67,62,9.07,85,4.95,6.93,8,2.59,9,Auditory,7.18
18,Female,1,8.84,88,60,7.11,95,7.6,2.76,2,5.77,3,Visual,8.44
23,Male,4,8.04,58,94,5.18,53,6.29,6.62,9,5.81,8,Visual,6.11
22,Female,2,6.1,61,51,4.53,36,6.22,6.57,7,0.23,6,Auditory,4.57
17,Female,8,7.65,54,96,8.09,85,7.02,3.35,3,4.24,8,Auditory,8.15
18,Male,5,8.91,52,41,7.41,60,4.79,5.88,9,2.23,2,Kinesthetic,6.4
20,Male,3,4.64,60,52,6.25,54,8.49,3.03,4,4.05,9,Visual,6.06
23,Male,2,3.94,79,98,5.4,57,6.33,1.49,7,3.82,1,Visual,6.06
23,Male,2,7.01,53,43,6.97,88,5.83,4.53,3,1.98,3,Reading,6.74
17,Male,2,8.27,54,59,5.03,49,4.63,4.07,5,5.92,4,Reading,5.93
20,Male,1,7.86,50,89,6.28,40,4.84,1.97,4,2.14,6,Visual,6.42
22,Male,6,8.18,76,90,6.51,69,8.6,4.43,6,3.79,4,Auditory,7.41
23,Male,6,4.92,77,87,6.97,42,6.28,7.65,9,4.88,2,Auditory,6.32
23,Female,7,8.36,78,98,6.97,91,7.61,6.12,5,0.87,3,Reading,7.74
24,Female,6,2.08,67,53,5.86,84,4.4,6.17,1,1.8,3,Auditory,5.6
23,Male,1,5.9,61,69,9.01,83,7.22,6.3,5,1.19,6,Kinesthetic,7.57
20,Female,6,1.05,62,68,6.38,55,8.61,6.21,5,4.69,5,Auditory,5.54
21,Male,5,3.92,90,47,5.72,70,5.5,1.14,9,4.81,5,Auditory,5.92
19,Female,3,4.3,51,51,5.43,92,6.9,7.47,8,1.54,4,Auditory,5.21
18,Female,7,4.57,86,80,6.21,97,8.7,6.81,5,0.02,4,Reading,6.68
24,Female,2,7.26,94,77,4.86,50,7.6,2.92,5,2.54,9,Auditory,6.39
17,Male,8,4.5,65,65,4.67,40,4.31,4.87,2,4.12,7,Visual,5.23
22,Male,7,5.04,97,89,7.71,86,5.89,5.31,9,3.74,8,Reading,7.5
20,Male,6,3.14,73,41,7.78,36,4.43,1.92,4,2.67,4,Auditory,6.08
22,Male,7,4.36,84,94,7.31,52,8.31,2.78,7,1.81,3,Auditory,6.86
23,Male,7,3.05,71,79,8.54,69,7.11,1.16,10,2.85,1,Kinesthetic,6.91
21,Male,1,1.66,85,95,4.71,73,8.78,7.05,6,0.09,9,Auditory,5.26
24,Female,4,6.43,60,53,9.46,35,4.1,1.17,5,0.44,9,Reading,7.11
24,Female,1,7.01,95,45,5.0,71,6.12,3.23,5,0.98,2,Auditory,6.15
17,Male,2,6.58,78,81,8.07,55,4.52,1.55,7,3.75,4,Reading,7.43
22,Male,2,5.17,84,79,5.21,35,5.75,6.47,2,1.31,4,Visual,5.74
21,Female,1,4.42,97,70,9.16,38,4.81,7.47,9,2.54,1,Auditory,7.04
17,Female,8,8.77,64,56,7.21,92,5.64,4.94,2,3.73,2,Reading,7.69
21,Female,4,5.67,80,64,4.94,35,8.1,1.98,9,4.98,8,Visual,5.6
21,Male,4,5.31,91,100,7.77,47,4.8,4.91,4,3.3,6,Reading,7.41
19,Male,7,1.23,90,71,4.55,80,6.37,6.39,10,1.06,1,Auditory,4.74
20,Female,2,4.07,92,51,8.61,81,8.61,6.03,10,5.71,7,Reading,7.42
18,Female,7,4.42,65,88,7.95,41,8.99,6.19,6,0.54,7,Auditory,6.54
18,Female,1,4.59,59,52,5.63,85,5.25,2.95,1,2.2,6,Reading,6.03
17,Female,8,6.22,98,58,6.49,37,8.68,1.52,5,5.53,8,Visual,7.0
17,Female,3,5.8,81,83,4.54,84,5.31,2.04,6,3.61,5,Auditory,6.19
22,Female,8,6.47,100,87,8.18,60,6.07,7.69,9,3.98,2,Visual,7.62
22,Female,3,7.88,51,64,6.21,65,8.39,5.29,9,1.81,4,Auditory,6.12
19,Male,2,8.32,73,70,7.53,96,7.93,6.1,9,0.47,8,Reading,7.39
17,Male,4,7.46,72,98,9.57,60,8.29,7.29,3,2.19,8,Visual,8.52
18,Female,3,9.6,51,76,6.09,89,8.0,6.97,4,2.41,5,Auditory,7.09
20,Female,1,1.16,87,64,9.75,62,5.18,2.53,8,1.62,6,Visual,7.01
19,Female,7,2.76,80,55,7.85,78,6.79,1.41,8,1.29,9,Kinesthetic,6.54
23,Female,5,1.07,100,96,5.78,72,5.93,7.48,2,2.13,10,Visual,6.15
17,Female,5,6.83,89,77,6.81,64,6.3,7.87,8,3.84,10,Auditory,6.92
23,Male,4,9.08,75,82,8.42,100,4.77,4.97,7,5.69,10,Reading,8.58
23,Female,6,3.19,78,88,6.87,42,5.58,7.22,9,4.22,2,Kinesthetic,5.92
24,Female,5,9.34,52,97,4.86,48,8.29,2.62,5,4.68,5,Kinesthetic,6.53
19,Female,1,1.54,63,62,5.39,96,8.49,1.78,2,1.84,9,Kinesthetic,5.78
24,Female,6,9.41,74,53,8.69,97,7.05,4.5,5,0.63,3,Visual,8.28
19,Male,2,4.16,97,45,7.94,100,6.49,6.68,2,1.75,6,Auditory,7.48
19,Male,2,1.91,50,64,7.52,74,7.56,5.58,5,2.42,4,Visual,6.0
17,Male,1,5.37,52,62,5.39,47,7.04,5.46,9,4.14,4,Kinesthetic,5.19
21,Male,2,3.31,75,99,8.94,51,8.92,1.12,7,5.64,3,Kinesthetic,7.71
17,Male,1,3.56,67,82,9.59,49,4.95,3.22,7,4.86,10,Kinesthetic,7.39
17,Male,1,3.77,58,51,4.72,67,6.25,7.58,1,1.6,1,Visual,5.05
22,Male,5,8.23,87,52,4.91,50,8.59,1.94,9,4.92,8,Kinesthetic,6.23
17,Female,6,5.85,72,75,9.19,47,8.57,6.08,6,2.47,5,Reading,7.55
17,Male,5,3.8,70,78,8.82,57,6.48,6.32,7,1.05,2,Auditory,6.83
17,Male,4,6.49,50,73,7.78,70,4.67,6.13,2,2.77,1,Kinesthetic,7.06
19,Male,5,7.45,70,45,9.51,77,8.07,7.92,1,3.38,1,Auditory,8.33
23,Male,2,3.45,76,77,7.93,84,6.93,3.86,4,4.58,4,Visual,7.38
19,Male,6,4.72,91,89,5.64,47,7.87,5.78,9,2.1,4,Kinesthetic,5.91
17,Male,5,2.1,55,91,8.36,64,6.31,2.36,9,0.88,6,Reading,6.31
24,Female,1,2.63,93,79,7.92,91,5.02,3.8,3,0.57,7,Kinesthetic,7.25
22,Female,5,7.13,85,47,9.72,64,4.12,4.44,1,0.67,1,Reading,8.18
20,Female,8,2.63,77,100,5.63,44,6.8,2.5,2,5.7,10,Reading,6.25
24,Female,2,5.73,94,47,7.67,100,4.81,7.35,9,5.71,2,Auditory,7.33
24,Female,4,7.38,66,79,8.63,73,4.94,6.01,9,5.81,3,Auditory,7.71
24,Male,6,1.96,89,72,6.3,71,6.18,2.99,1,1.81,9,Visual,6.36
22,Female,3,6.11,52,73,6.51,37,6.21,1.94,9,1.15,4,Reading,5.68
20,Male,6,3.31,61,83,9.21,68,5.37,3.02,1,5.89,6,Reading,7.85
21,Female,1,9.67,88,54,6.64,72,4.66,5.36,10,5.93,2,Auditory,7.25
20,Female,2,5.35,61,75,7.81,48,8.72,6.78,4,0.47,2,Visual,6.64
18,Female,2,8.25,51,99,9.21,98,4.66,4.52,5,4.52,2,Auditory,8.63
18,Female,7,5.95,95,96,5.61,73,5.75,1.72,8,1.73,5,Auditory,6.66
20,Female,3,1.39,71,74,9.7,88,5.52,2.75,5,5.46,9,Visual,7.73
17,Female,4,6.7,72,85,8.22,36,8.33,3.42,5,0.54,6,Reading,7.24
20,Male,8,9.56,79,61,7.13,77,6.05,5.45,4,5.33,9,Reading,7.88
23,Female,1,6.41,54,62,6.78,87,4.62,2.73,9,0.02,6,Visual,6.17
18,Female,4,8.37,58,79,9.56,37,4.05,2.64,8,3.13,9,Reading,7.7
20,Female,8,8.96,70,84,5.59,75,7.61,3.0,9,2.01,5,Visual,6.71
19,Female,3,3.05,60,94,6.15,42,7.57,5.15,7,2.56,1,Visual,5.55
21,Male,1,2.91,54,90,6.13,97,6.09,4.45,7,2.6,6,Auditory,6.0
19,Male,5,6.5,84,61,6.03,99,4.63,6.89,5,3.92,4,Reading,6.86
22,Female,4,4.7,76,44,6.98,38,5.86,5.89,10,0.14,9,Reading,5.39
19,Female,5,8.56,98,70,9.74,44,6.95,5.67,1,4.15,6,Visual,9.01
23,Male,1,9.1,51,52,9.21,84,7.52,2.08,6,0.13,1,Auditory,7.96
23,Female,3,4.18,73,67,6.24,57,4.39,1.39,10,1.11,6,Auditory,5.56
21,Female,8,3.13,80,97,6.74,95,6.78,4.57,6,3.64,3,Reading,6.93
17,Female,5,8.02,82,59,8.05,81,5.38,1.5,10,0.52,3,Kinesthetic,7.41
21,Male,8,3.47,88,72,4.59,37,7.09,3.55,4,5.95,7,Visual,5.58
17,Male,8,8.4,79,55,8.85,51,7.24,1.18,2,4.71,2,Reading,8.39
24,Male,5,4.81,95,68,9.16,56,8.55,2.24,1,4.23,9,Reading,8.37
23,Male,2,7.01,86,62,9.04,50,6.05,1.77,3,1.61,9,Kinesthetic,7.99
18,Female,1,1.86,100,63,6.49,37,6.69,6.61,9,0.29,7,Kinesthetic,5.29
23,Male,6,6.61,77,73,6.95,86,5.34,3.42,1,5.87,9,Auditory,7.76
20,Female,3,5.07,80,46,4.57,67,5.43,1.55,5,0.89,6,Auditory,5.36
23,Male,8,6.28,60,77,6.62,76,4.23,2.86,10,4.98,9,Auditory,6.49
23,Male,2,2.51,72,76,6.94,36,5.43,5.78,6,1.19,10,Auditory,5.56
18,Female,4,7.63,51,100,9.31,73,4.32,6.22,9,2.24,2,Visual,7.72
18,Female,3,8.77,89,43,9.24,80,8.82,1.84,1,4.16,5,Kinesthetic,9.09
18,Male,7,2.95,90,73,9.62,82,7.12,6.45,5,5.67,6,Reading,8.13
23,Male,2,1.86,76,81,9.19,61,4.87,3.59,1,0.12,6,Auditory,7.19
20,Female,7,1.21,84,61,4.54,49,4.58,5.76,2,1.56,4,Reading,4.7
17,Male,4,6.78,51,44,7.9,41,5.85,5.7,2,4.59,4,Visual,6.76
21,Male,7,6.46,88,89,4.86,91,5.54,6.56,5,1.04,5,Auditory,6.4
23,Male,3,5.92,86,81,5.94,76,5.4,5.88,10,0.67,6,Visual,6.14
17,Male,2,3.09,70,62,7.57,43,6.34,1.27,4,0.28,8,Auditory,6.15
17,Female,3,4.52,54,93,8.21,40,8.56,4.64,6,3.01,10,Reading,6.79
23,Female,5,6.35,94,99,7.97,91,6.84,2.16,5,4.61,1,Visual,8.5
19,Male,8,5.47,70,54,4.76,64,6.61,7.79,2,5.77,8,Auditory,5.83
20,Male,2,9.89,78,70,5.05,89,8.03,2.79,9,1.6,2,Reading,6.78
17,Female,5,2.23,69,98,5.18,88,4.02,3.94,10,0.73,7,Reading,5.21
23,Female,2,7.26,87,48,4.98,61,4.99,2.38,8,2.42,4,Reading,5.85
17,Male,5,4.64,69,82,5.44,93,6.48,1.94,9,0.33,8,Auditory,5.9
18,Female,7,4.85,99,97,8.15,41,7.53,5.21,6,1.99,6,Reading,7.39
22,Male,1,7.46,74,92,8.9,74,6.43,4.45,5,3.86,5,Reading,8.37
24,Male,5,7.23,51,64,6.67,36,4.82,3.62,5,1.01,10,Auditory,5.97
19,Female,1,9.92,81,64,8.17,48,8.65,1.6,2,3.79,10,Visual,8.43
21,Female,8,2.16,75,100,5.56,44,5.64,6.15,4,5.83,5,Reading,5.77
22,Male,6,1.94,55,88,9.66,84,7.94,1.04,2,5.19,4,Auditory,8.04
19,Male,3,7.52,90,60,6.35,52,8.46,4.2,2,2.14,3,Visual,7.07
18,Male,7,6.21,52,48,8.98,52,5.73,5.43,8,2.53,3,Reading,6.76
18,Male,4,3.47,82,94,9.51,50,8.23,4.01,4,2.52,3,Auditory,7.85
23,Female,4,1.71,50,87,9.08,86,7.55,1.88,4,5.16,7,Kinesthetic,7.48
18,Female,4,1.77,100,77,4.86,86,8.52,6.45,7,5.96,8,Auditory,5.96
23,Female,1,9.05,54,61,7.95,65,5.26,3.27,4,4.96,8,Reading,7.65
20,Female,4,2.73,62,82,5.14,57,8.66,1.94,9,3.35,2,Visual,5.23
23,Male,4,3.91,68,62,4.53,76,4.33,4.85,9,0.58,3,Visual,4.73
22,Male,5,3.04,61,88,4.77,96,7.97,1.13,3,5.73,2,Visual,6.24
18,Female,6,4.19,97,43,9.36,84,6.18,3.27,6,5.16,6,Reading,8.03
17,Male,8,1.62,74,68,9.31,49,4.89,6.25,7,5.05,3,Reading,6.77
20,Male,4,5.67,100,54,5.7,78,4.4,7.39,3,2.35,6,Visual,6.46
18,Female,1,1.61,84,40,7.4,76,5.95,5.14,4,2.68,4,Visual,6.22
20,Male,5,8.2,61,93,9.56,79,5.95,2.52,1,0.72,10,Visual,8.76
17,Male,1,3.1,79,69,7.13,69,5.15,2.54,9,5.63,10,Visual,6.45
24,Male,2,5.86,54,68,6.59,56,5.08,5.23,7,5.66,6,Auditory,6.19
23,Female,4,8.92,83,59,7.06,72,6.0,3.85,10,1.53,3,Reading,7.05
24,Male,8,6.86,71,72,8.69,98,6.05,2.24,7,4.18,5,Kinesthetic,8.16
18,Female,1,5.8,88,80,7.03,41,6.21,6.51,9,1.22,8,Visual,6.34
22,Female,1,3.92,62,83,8.65,78,8.34,2.4,6,2.36,3,Auditory,7.38
23,Male,8,4.0,96,75,6.79,41,7.06,3.25,8,1.81,9,Kinesthetic,6.26
18,Female,8,7.03,52,99,5.84,100,4.1,1.43,5,2.34,9,Kinesthetic,6.85
17,Female,8,9.95,69,61,6.23,94,6.6,5.91,8,1.85,7,Visual,7.05
18,Male,5,6.96,80,52,4.91,35,7.81,2.93,10,2.07,8,Visual,5.34
17,Female,2,6.02,54,46,7.14,96,4.28,2.63,1,4.75,9,Auditory,7.14
24,Male,2,7.58,73,47,5.28,52,6.11,3.12,3,1.8,1,Visual,6.05
24,Female,4,5.19,89,67,8.8,41,6.26,7.12,4,4.89,7,Kinesthetic,7.53
18,Female,7,1.54,82,84,6.73,88,8.77,4.63,9,3.41,10,Visual,6.33
18,Male,6,6.06,57,82,8.55,44,6.38,2.11,8,4.68,3,Auditory,7.19
19,Female,3,9.62,73,48,9.56,95,7.75,6.42,8,5.51,6,Auditory,8.76
20,Male,3,2.58,99,64,9.0,93,5.51,2.46,2,0.83,9,Auditory,7.86
21,Male,8,7.21,69,95,9.54,93,7.9,3.89,7,2.06,10,Auditory,8.61
19,Female,5,2.81,65,55,7.51,97,5.61,4.98,3,0.33,8,Auditory,6.47
19,Male,7,5.82,99,49,5.38,42,6.15,5.09,6,2.44,2,Visual,5.83
20,Male,4,1.87,61,50,9.46,89,6.4,1.48,4,1.42,4,Reading,7.17
19,Female,5,5.05,62,70,9.1,40,8.63,6.86,6,3.43,5,Auditory,7.13
17,Female,6,7.81,94,51,9.08,35,4.27,4.36,4,4.7,10,Reading,7.97
19,Male,4,4.13,91,99,8.17,90,4.98,7.92,3,2.92,6,Visual,7.81
21,Male,2,6.98,88,70,7.81,44,7.53,6.02,2,2.0,7,Auditory,7.48
17,Male,8,8.16,74,53,4.58,57,6.89,7.95,4,0.92,4,Reading,5.67
22,Male,3,9.34,95,90,8.46,50,5.26,4.17,10,0.16,4,Reading,7.82
20,Male,1,3.11,81,83,4.99,50,5.45,1.99,2,4.07,5,Kinesthetic,5.83
20,Male,3,4.59,73,71,5.88,90,5.84,6.09,7,0.18,9,Reading,5.93
20,Female,4,2.37,97,89,7.42,40,6.25,6.44,1,5.53,9,Kinesthetic,7.02
24,Male,8,9.93,96,92,6.89,64,8.09,6.97,1,3.57,1,Kinesthetic,8.36
17,Male,7,9.34,93,56,4.58,97,4.07,3.11,5,2.12,5,Reading,6.76
20,Female,8,5.86,58,74,8.87,35,8.49,4.57,7,0.25,5,Kinesthetic,6.85
20,Male,6,8.58,89,40,9.16,85,6.07,7.0,1,2.48,7,Reading,8.57
21,Female,3,5.69,99,68,8.11,80,5.15,7.05,4,5.2,8,Kinesthetic,7.91
18,Female,1,6.61,72,90,7.37,55,6.54,1.18,5,5.82,3,Auditory,7.54
24,Male,2,1.8,99,100,9.59,72,7.3,5.7,2,0.51,1,Auditory,8.03
23,Male,2,7.8,62,43,5.14,97,4.22,5.21,7,4.66,2,Auditory,6.12
22,Male,4,2.15,81,62,8.41,84,7.58,1.58,4,1.55,6,Reading,7.17
18,Female,3,8.43,99,67,5.18,46,7.8,7.51,8,2.28,6,Reading,6.27
18,Female,4,8.04,64,55,6.52,78,4.83,4.12,1,3.29,5,Visual,7.1
20,Female,3,7.38,85,51,7.6,86,4.84,5.72,10,5.97,5,Reading,7.36
17,Male,7,1.33,98,92,8.41,43,5.02,7.18,1,1.25,9,Visual,6.92
24,Female,5,3.73,54,60,4.52,99,7.98,1.91,1,0.78,7,Visual,5.62
20,Female,4,3.37,71,84,5.88,44,5.36,6.99,4,3.57,6,Auditory,5.68
18,Male,3,4.24,65,56,7.35,80,7.98,6.07,1,5.12,7,Reading,7.06
21,Female,5,1.79,90,79,7.32,92,6.7,6.88,5,3.89,3,Reading,6.88
20,Female,7,9.43,59,52,7.88,71,7.84,4.46,6,2.09,7,Visual,7.46
20,Female,4,5.98,73,91,6.11,86,6.77,1.23,7,5.86,3,Visual,7.13
20,Female,7,3.75,67,97,7.36,47,5.68,5.69,8,5.97,8,Reading,6.5
24,Male,2,4.57,98,71,5.51,40,8.55,3.62,8,4.62,10,Visual,6.05
17,Female,8,5.02,67,76,5.49,92,7.58,3.82,2,4.81,10,Reading,6.72
21,Female,6,6.41,56,89,7.56,82,6.42,4.09,4,4.57,9,Reading,7.51
21,Male,5,5.64,53,54,8.13,66,7.19,4.45,7,1.55,3,Kinesthetic,6.62
23,Female,7,9.27,75,51,5.14,45,7.08,5.63,9,0.9,7,Visual,5.73
21,Male,4,5.47,54,100,5.15,39,5.79,6.09,9,3.33,8,Auditory,5.26
21,Male,1,9.93,65,88,7.5,40,6.12,6.44,3,5.72,3,Reading,7.79
18,Female,6,8.66,84,96,5.93,55,5.59,5.7,7,5.27,6,Visual,7.09
20,Female,2,2.88,75,54,6.58,76,9.0,6.62,4,0.64,7,Visual,6.01
24,Female,6,9.38,67,73,6.62,61,6.9,1.86,9,0.34,4,Visual,6.8
22,Male,6,2.05,78,45,5.45,37,4.46,6.86,7,5.24,6,Reading,4.76
21,Female,5,8.36,72,56,4.51,94,6.6,3.71,6,3.68,7,Reading,6.36
24,Female,3,4.43,63,87,9.02,100,4.25,4.7,9,1.83,7,Reading,7.41
19,Male,1,8.9,64,88,8.29,83,5.44,4.04,7,3.37,1,Visual,8.06
19,Female,3,8.81,98,96,8.16,68,6.23,4.33,8,1.33,2,Auditory,8.19
22,Male,8,8.25,82,59,7.4,71,6.67,3.0,5,5.68,1,Kinesthetic,7.8
23,Male,6,8.11,74,48,8.22,76,8.88,2.19,4,4.96,9,Auditory,8.13
18,Male,1,3.74,70,98,9.46,99,8.91,1.73,1,5.77,7,Reading,8.92
19,Female,4,1.73,66,44,8.03,94,4.49,4.16,8,1.12,7,Reading,6.07
19,Male,7,4.63,72,62,5.9,35,6.69,1.88,6,5.06,3,Reading,5.85
19,Female,8,2.56,92,72,7.52,93,8.09,2.71,4,3.36,5,Auditory,7.35
18,Female,4,7.25,66,77,6.84,38,5.19,1.94,3,1.95,2,Auditory,6.73
20,Female,3,4.11,63,95,7.45,48,7.75,1.76,5,2.88,5,Reading,6.76
18,Male,8,9.78,78,53,7.24,52,8.39,7.18,4,5.67,8,Kinesthetic,7.65
17,Male,6,6.77,69,56,9.05,68,7.31,5.72,7,4.15,10,Kinesthetic,7.68
17,Male,3,8.4,79,96,7.95,35,5.64,7.47,6,2.16,3,Visual,7.39
19,Male,3,2.19,68,58,5.5,87,8.62,5.51,3,6.0,4,Auditory,5.99
19,Female,5,8.76,88,72,4.83,56,8.42,6.91,10,2.07,8,Kinesthetic,6.07
24,Male,8,9.3,62,40,6.75,95,7.58,4.89,1,4.88,2,Reading,7.69
24,Male,6,5.38,67,52,4.58,56,5.82,4.24,7,4.71,1,Auditory,5.24
20,Male,2,6.46,72,85,6.19,84,7.96,4.7,5,4.34,3,Visual,7.09
23,Male,3,7.88,95,66,6.45,50,5.58,3.24,1,4.02,2,Visual,7.41
22,Female,4,2.57,82,45,6.49,62,5.26,5.61,1,0.65,10,Auditory,5.83
19,Female,7,5.52,88,98,9.69,76,6.58,7.28,6,5.97,2,Reading,8.66
17,Male,6,4.59,89,45,6.11,100,8.99,6.48,4,0.97,4,Kinesthetic,6.55
19,Female,6,2.32,67,72,5.91,69,8.02,4.23,8,3.58,6,Auditory,5.59
20,Male,6,4.31,58,69,5.19,54,7.65,7.68,2,1.49,10,Reading,5.37
17,Male,7,1.61,82,85,7.21,36,6.26,7.9,4,1.01,10,Auditory,5.84
19,Male,4,1.23,81,74,5.31,41,5.56,4.45,8,3.36,5,Visual,4.87
20,Male,8,2.22,66,62,7.77,83,8.28,7.05,8,5.02,4,Auditory,6.47
23,Female,3,9.67,68,49,5.32,43,6.84,1.03,5,2.26,8,Reading,6.29
23,Male,6,5.95,76,90,7.56,61,8.07,1.47,3,0.46,5,Reading,7.41
20,Male,8,9.69,55,58,8.88,36,6.44,1.16,4,3.74,2,Visual,7.87
17,Female,6,4.89,84,90,4.73,94,7.77,6.41,3,4.6,4,Reading,6.58
17,Male,7,3.81,86,67,6.72,83,8.34,1.56,2,1.78,7,Reading,7.02
22,Male,8,5.56,83,62,6.94,36,5.96,1.12,4,4.14,4,Visual,6.73
17,Female,8,4.96,69,43,8.69,51,4.07,2.03,9,0.45,6,Reading,6.41
23,Female,3,1.95,74,59,6.98,54,5.27,3.14,6,2.17,2,Reading,5.73
20,Female,7,6.77,53,58,7.51,66,8.57,4.25,4,2.84,9,Auditory,6.97
17,Female,4,2.94,59,81,8.69,85,7.44,1.46,1,4.69,4,Auditory,7.78
23,Male,5,6.58,59,66,7.47,76,7.69,4.49,7,2.03,1,Auditory,6.88
23,Male,6,6.85,73,96,6.4,97,5.63,2.74,2,2.72,3,Auditory,7.58
17,Male,1,2.37,70,73,4.95,95,7.51,2.92,6,3.77,7,Kinesthetic,5.72
